Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Somalia	SOM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															21.7416868					21.3626449					22.33073026					19.44874333					19.61480089	20.43104459	20.55507033	20.35655646	20.0537647	23.69593406	23.88828751	
Serbia	SRB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.68520119					19.56911886					19.11482101					16.58909019					19.5596881	19.32433557	18.82442565	19.472607	20.14719396	18.9158635	18.84678891	
Sub-Saharan Africa (excluding high income)	SSA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															49.39395216					48.58409727					48.24266125					42.05394839					39.68510479	41.54982826	41.2237453	39.48317507	37.61804418	64.55566067	67.05361054	
South Sudan	SSD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															41.919773					42.02947691					42.70204209					34.72361523					36.08196116	36.91415821	38.37230392	35.37940679	33.98167648	48.05525608	48.70312381	
Sub-Saharan Africa	SSF	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															49.38982753					48.58038196					48.23917069					42.05158863					39.68262447	41.54736405	41.22134723	39.48087472	37.61586437	64.55104437	67.04882592	
Small states	SST	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															27.47445788					27.56840051					28.61799431					26.49663426					29.32350093	29.61354387	30.69534198	31.24970948	30.71106525	39.61244729	40.36212927	
Sao Tome and Principe	STP	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															16.03319991					15.98260464					15.8676814					15.52849172					13.05972129	12.83431924	13.31006362	13.14091151	13.85662931	15.38460688	15.42765659	
Suriname	SUR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															28.23711883					28.58818195					28.4657107					17.34640246					14.93928789	17.09334913	18.88451611	20.13205459	19.11622011	21.71352073	21.53247349	
Slovak Republic	SVK	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															35.54858608					26.15110301					21.69674976					20.11254683					20.32447653	19.5328462	18.91678209	19.03286448	19.78534047	20.31906812	20.33090746	
Slovenia	SVN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															24.50198806					19.67202977					16.76503802					16.67026595					15.88314254	15.1389415	15.77222177	17.22017527	18.73745719	17.92593844	17.82350883	
Sweden	SWE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															6.533938864					6.143319523					5.919504112					5.382267764					5.436057279	5.287009296	5.161341523	5.579372123	5.862179314	5.222487818	5.195282483	
Swaziland	SWZ	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															26.29555385					26.58632982					27.60020525					26.49823498					22.21147826	21.80076055	21.71516004	21.33428843	21.60731506	24.28347165	24.15181545	
Sint Maarten (Dutch part)	SXM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Seychelles	SYC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.0006882					19.59983891					19.38878117					20.23631978					15.43654457	16.13055575	16.04780222	15.11802922	14.25881838	14.85154445	14.8388501	
Syrian Arab Republic	SYR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															33.99277364					32.48307289					32.35826701					31.15346978					41.00456316	38.25027044	37.59990397	38.43050732	39.94112244	43.3959486	43.54666904	
Turks and Caicos Islands	TCA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Chad	TCD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															64.91288206					64.65838146					63.97968964					59.01525724					56.34915851	57.06851932	56.2977302	53.19448734	49.21601888	91.67430903	95.6736091	
East Asia & Pacific (IDA & IBRD countries)	TEA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															41.19139271					41.82776256					43.09484032					47.05022266					46.79070854	46.09263617	46.30338292	46.15306952	46.84965528	45.70240428	45.60601685	
Europe & Central Asia (IDA & IBRD countries)	TEC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															30.88828565					24.33686894					22.63314786					20.59147979					23.5658342	23.12350516	22.44771656	23.26841029	24.07027661	25.22126283	25.35801452	
Togo	TGO	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															56.07383926					54.53545852					53.53290565					40.81986693					38.99098857	42.43923048	42.52160881	38.66816463	35.83835204	80.14973985	84.14439034	
Thailand	THA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															23.55552108					23.74035004					23.84173186					24.82225996					22.48840353	22.9746551	23.90589038	25.0787274	25.51617946	23.27653247	23.1725896	
Tajikistan	TJK	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															74.02308086					62.06089652					62.66789288					44.31869752					48.98065243	47.97827939	49.42557067	48.18887334	50.28844141	60.69744821	61.35430442	
Turkmenistan	TKM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															37.98824221					34.76934084					35.02931755					20.72972746					29.79670398	27.51532691	27.89276847	28.39543519	30.14637802	37.30685938	37.7417613	
Latin America & the Caribbean (IDA & IBRD countries)	TLA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															20.98198334					21.72610142					23.14750448					21.87208123					17.24519639	17.88218778	18.26920741	18.29240864	17.89365626	17.74283187	17.77749	
Timor-Leste	TLS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.70998261					19.96761764					20.17296983					19.96114453					19.15969435	18.60883738	18.77605427	18.93125296	18.76839591	17.06733042	17.0005339	
Middle East & North Africa (IDA & IBRD countries)	TMN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															50.0318232					48.2000533					48.73322672					46.69254876					56.82539768	55.58399951	55.2194905	56.16965733	56.86785036	67.98453713	68.66437041	
Tonga	TON	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															4.87755941					4.908260052					4.92495834					4.900585297					3.903498192	3.868612218	3.954435058	3.983512903	3.978563842	4.016892769	3.993593926	
South Asia (IDA & IBRD)	TSA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															60.47582075					61.06569832					62.07734151					65.93948993					65.09741949	64.88762094	66.55681244	69.44231366	71.28272896	76.97252567	77.28874805	
Sub-Saharan Africa (IDA & IBRD countries)	TSS	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															49.38982753					48.58038196					48.23917069					42.05158863					39.68262447	41.54736405	41.22134723	39.48087472	37.61586437	64.55104437	67.04882592	
Trinidad and Tobago	TTO	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.38946126					19.24165693					19.28906191					14.87285076					12.25632322	12.30638659	12.55898105	13.48224762	13.67334504	16.60840812	16.81227296	
Tunisia	TUN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															37.87299159					36.4548647					35.62713706					28.38562388					35.47790504	34.07999145	33.54500089	35.87353697	39.87458923	35.87427092	35.56567907	
Turkey	TUR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															32.80561261					29.33801527					30.19456378					27.69400925					32.58532529	32.1457016	30.32235935	33.05769258	34.67726932	37.15752608	37.25391764	
Tuvalu	TUV	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Tanzania	TZA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															21.01459544					21.27386605					22.3542246					21.21707697					20.96776886	22.28469247	23.47310311	23.72398744	23.48964387	22.38670539	22.34930727	
Uganda	UGA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															60.62168047					61.22867823					60.36042629					55.95646355					52.90097332	58.36132798	62.14682822	62.33800223	61.38641667	72.75637349	73.51172275	
Ukraine	UKR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															33.32496334					23.72480739					20.04805164					17.52665581					19.26064083	18.8773433	18.61955195	18.55494537	18.77227308	19.21988923	19.20606229	
Upper middle income	UMC	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															38.50693255					38.43204449					39.72119583					41.75797929					42.31847061	41.65561616	41.61619539	41.36871299	41.86823047	41.63297351	41.63411496	
Uruguay	URY	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															13.03716654					13.09416836					13.33984531					11.93072718					11.80236181	11.70516914	11.7588682	11.54003033	11.61313152	11.54168106	11.52339849	
United States	USA	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															11.37815509					10.87530453					10.70362715					10.42620784					8.616733017	8.649967184	8.677355527	8.531050242	8.501963777	9.166296244	9.196934123	
Uzbekistan	UZB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															50.86192527					43.08253415					40.19075407					32.77380373					37.18238236	36.03357003	37.3334286	36.98575052	38.63229348	46.21301018	46.6910757	
St. Vincent and the Grenadines	VCT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															19.06870734					19.06236457					19.14748945					16.78470008					13.87385095	13.55623025	14.05446808	14.30117143	14.16609813	16.76453611	17.37431954	
"Venezuela, RB"	VEN	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															32.41387188					29.04227738					32.57235604					28.87033851					22.70342429	24.08335306	23.79501919	24.76507453	23.73096945	26.06650887	26.33118091	
British Virgin Islands	VGB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
Virgin Islands (U.S.)	VIR	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															18.40624555					18.53665026					20.48483701					17.66822415					15.33755849	14.19720122	16.64133453	16.68394187	14.8322492	17.64554371	18.38143205	
Vietnam	VNM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															26.78004948					26.93555787					27.08966371					29.22763143					26.76071256	27.20811187	27.39297301	27.81588902	27.97614896	26.39694417	26.28590641	
Vanuatu	VUT	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															10.14428596					10.36964948					10.31108639					11.25297712					7.686919541	7.446672739	7.606975992	8.2636778	7.985840186	8.773083047	8.848735261	
World	WLD	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															39.57685229					39.51072164					40.4751654					41.80359252					41.85818896	41.84493798	42.32693576	42.88034352	43.3409408	49.10624111	49.67482517	
Samoa	WSM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															4.355272266					4.370332874					4.371523523					4.415931663					3.432086805	3.326989665	3.412159227	3.535518478	3.674938049	3.85170228	3.857072798	
Kosovo	XKX	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																																																										
"Yemen, Rep."	YEM	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															53.63571542					53.26073471					54.48713324					43.12757693					50.52850571	55.26850733	62.43897958	59.39944964	55.65850957	71.70694713	72.55386478	
South Africa	ZAF	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															34.87699457					35.92209888					37.05641026					35.86153488					29.75164165	29.43987439	29.17285158	29.11531417	29.45479727	35.52228598	35.91247747	
Zambia	ZMB	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															32.44482161					30.62390258					30.8609302					28.2369913					26.42764218	27.22962995	27.80475151	27.6507332	27.10911414	30.40264504	30.55029496	
Zimbabwe	ZWE	"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"	EN.ATM.PM25.MC.M3																															26.2731157					24.81850017					25.08849508					25.42319986					22.48042698	23.39766605	23.35947839	23.44837555	23.07232709	24.37178566	24.51303497	
